index,mahalanobis_mean,mahalanobis_mean_mean,mahalanobis_max_mean,mahalanobis_min_mean,euclidean_mean,euclidean_mean_mean,euclidean_max_mean,euclidean_min_mean,cityblock_mean,cityblock_mean_mean,cityblock_max_mean,cityblock_min_mean,actual_mean,gpr_pred_mean,gpr_std_mean,rf_pred_mean,rf_std_mean,mahalanobis_sem,mahalanobis_mean_sem,mahalanobis_max_sem,mahalanobis_min_sem,euclidean_sem,euclidean_mean_sem,euclidean_max_sem,euclidean_min_sem,cityblock_sem,cityblock_mean_sem,cityblock_max_sem,cityblock_min_sem,actual_sem,gpr_pred_sem,gpr_std_sem,rf_pred_sem,rf_std_sem,mahalanobis_count,mahalanobis_mean_count,mahalanobis_max_count,mahalanobis_min_count,euclidean_count,euclidean_mean_count,euclidean_max_count,euclidean_min_count,cityblock_count,cityblock_mean_count,cityblock_max_count,cityblock_min_count,actual_count,gpr_pred_count,gpr_std_count,rf_pred_count,rf_std_count
14,5.990677475564,7.6871111765110545,14.507924826788244,3.777679802774513,5.990677475564,804.8204632946064,2358.589349914144,15.086044497617655,5.990677475564,927.6149043576208,2553.553836207,19.688660000000006,1.04139,0.9895399615413947,0.24533411334211375,1.5792331577449994,0.7408207621087879,0.07874146369308477,0.06305032052555148,0.3225537062479695,0.26563350683107906,0.07874146369308477,10.653747037184871,0.0,0.0,0.07874146369308477,11.534711438246518,0.0,0.0,0.0,0.14533987517686772,0.034418779616629536,0.036286085265000434,0.007921028787619466,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15,6.625888585663712,8.2118478043,14.124131451571598,2.949967656928347,6.625888585663712,1245.909679699991,3159.0590684611084,3.345763155335415,6.625888585663712,1484.6529542271032,3596.0214612990003,6.741539999999998,0.91207,1.2713064808401255,0.42895381776707153,0.9550529500000005,0.81816427275795,0.41606951279133586,0.33653385365222244,0.26490158814986486,0.15902648063787872,0.41606951279133586,9.118633426130998,0.0,0.0,0.41606951279133586,9.175135835378512,0.0,0.0,0.0,0.008505226521267506,0.008777338383355857,0.0017541500000000931,0.010510484993099365,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,6.322206476335776,7.982421063884829,13.594825278426335,4.052782898341701,6.322206476335776,861.0794006702379,2581.3426575319845,21.10306427697612,6.322206476335776,996.6510753085767,2823.9895143969998,47.365665,1.07345,0.9177246527963145,0.582277137626088,1.102243218834999,0.8355215472803543,0.0482630000341222,0.03470648547395161,0.9091521929527797,0.48991175209656684,0.0482630000341222,18.937816920440948,0.0,11.345839957652512,0.0482630000341222,18.838341168382154,0.0,32.420424999999994,0.0,0.011050110889355478,0.02272251299871766,0.0004139811650000768,0.006840459212839711,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17,4.66366785634891,6.69968344138079,12.798227195297887,2.293693536136927,4.66366785634891,1134.4524254047556,3102.1692272444743,7.305019268863881,4.66366785634891,1253.7664005649483,3376.6463291069995,12.751545,1.16099,1.2013144918725343,0.16935284122253386,1.243357618834999,0.7673899464450022,0.024420188813039978,0.019589189426744143,0.45740134415632955,0.08435266850278343,0.024420188813039978,8.920359778843476,0.0,4.865130257945557,0.024420188813039978,8.621527732510685,0.0,7.754384999999999,0.0,0.02297306291933099,0.004966244617573049,0.06106751883499983,0.0848466120648694,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18,6.583332490081738,8.177996374259665,13.806296370479394,3.8438475814451336,6.583332490081738,879.5574004241217,2625.601343819725,24.039834850186597,6.583332490081738,996.6375309078305,2872.2582625219998,60.7354396635,0.93351,1.366831967237817,0.3796932706052463,0.9821841999999998,0.8919770447911142,0.10619975635550016,0.08467447194682443,0.537270705406701,0.4829107560423424,0.10619975635550016,19.61830513501934,0.0,20.039965588810666,0.10619975635550016,19.318437250092074,0.0,54.644849663500004,0.0,0.01578123684610655,0.012847002971625998,0.0072886000000002005,0.06681687179523467,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19,3.724979763054785,6.058053283807577,13.231032742279448,2.6028532370244126,3.724979763054785,742.1708494687274,1928.64758098063,7.013866764268639,3.724979763054785,843.013001345746,2145.2279313959993,12.82846,2.0104,1.8137044434856713,0.1985011419527607,2.100287672715,0.8463493052102703,0.11294960973262169,0.06611151584424846,0.08737852026669123,0.36297479039821207,0.11294960973262169,14.144763238940298,0.0,3.9100423567191385,0.11294960973262169,14.580016524492322,0.0,6.93319,0.0,0.03224515057874422,0.04882069773380775,0.08603677907500006,0.010759551630416864,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20,4.366594975655103,6.476979606579271,13.32208945522434,2.3483559140128203,4.366594975655103,828.8108686085104,1947.0162370512746,5.349615753320439,4.366594975655103,928.5366263656144,2167.7852033059994,13.800365728,2.1762,2.4036977296153808,0.1919280176857458,2.2472008773099996,0.8526745568354694,0.09579811637228652,0.06158199379331907,0.09404779802382589,0.03657344279928054,0.09579811637228652,6.689711565068137,0.011467751493000835,1.8543694311136616,0.09579811637228652,7.513073186529397,4.154359999999996,6.977595727999997,0.0,0.1694852375786535,0.03573329152613195,0.08408838046999899,0.003623022714601215,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21,4.928147091835956,6.897727188951667,13.845821066203918,3.5017197764572687,4.928147091835956,809.1433027290109,2338.549127869836,15.511613159852205,4.928147091835956,935.5654786776433,2571.7394203500003,19.472030000000007,1.19608,1.269137434126677,0.34468935648267907,1.4755096402900003,0.8225802251911547,0.017997625655106653,0.015222680382377618,0.05437313939892263,0.4951870546073858,0.017997625655106653,14.577400752290629,0.0,0.0,0.017997625655106653,15.818949907698423,0.0,0.0,0.0,0.1202909444910163,0.008714684994328911,0.015026740289999951,0.004383206181454408,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
22,6.524188631366624,8.149891964353886,13.506745978015317,3.6331456399217217,6.524188631366624,733.3791600465984,1926.647447924879,18.10411797407954,6.524188631366624,836.4673079017466,2162.54857607,61.52358141600001,1.16273,1.2267098450420404,0.3755685210089864,1.2699845499999998,0.8313378149061887,0.3418317031771281,0.27156041353068794,0.5645700609274438,0.22882002681453129,0.3418317031771281,5.329408404493477,0.0,0.2905174588748451,0.3418317031771281,6.221527865337776,0.0,2.787324999999997,0.0,0.019339443825480803,0.01788619903098017,0.0524058499999997,0.015276017372135324,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
23,4.230215853140311,6.384888686912719,12.97464749125621,2.26487778976083,4.230215853140311,739.9481724949469,1885.1723233504235,3.693379786807742,4.230215853140311,838.2739356502443,2048.687605792,6.90664,2.1438,2.1925286749193247,0.10553146492024595,2.150049566269998,0.8155939661455587,0.057377701074861946,0.03507867920455542,0.33131590279081236,0.06238763812162196,0.057377701074861946,2.790733009218542,0.252983549567773,0.0,0.057377701074861946,4.003356413913366,19.176664999999787,0.0,0.0,0.014743926322867027,0.009655192032587369,0.07845298082999952,0.030702696894364664,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
