temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),group,Measured_DT41J_[C]
285.0,0.24,0.52,1.3,0.009,0.5,0.07,19.00860017176192,11.094820216855732,original,87.77777777777777
284.44444444444446,0.24,0.52,1.3,0.009,0.5,0.07,19.227886704613677,10.89023100694105,original,91.66666666666669
285.0,0.24,0.52,1.3,0.009,0.5,0.07,19.561101383649056,10.831845855335414,original,122.22222222222224
282.77777777777777,0.24,0.52,1.3,0.009,0.5,0.07,19.76342799356294,10.780321547280783,original,121.0
282.77777777777777,0.24,0.52,1.3,0.009,0.5,0.07,19.76342799356294,10.780321547280783,original,121.0
284.0,0.16,0.745,0.71,0.013,0.0,0.227,18.465382851448418,10.334354767087058,original,14.959256193278543
284.0,0.16,0.745,0.71,0.013,0.0,0.227,18.69635638873333,10.933120126085448,original,27.120644127071767
284.0,0.16,0.745,0.71,0.013,0.0,0.227,19.255272505103303,11.494470180164868,original,60.13675642388536
284.0,0.16,0.745,0.71,0.013,0.0,0.227,19.986771734266245,12.22353547161836,original,152.97131497715785
284.0,0.25,0.2,1.33,0.009,0.0,0.08,18.465382851448418,10.334354767087058,original,40.20036534363644
284.0,0.25,0.2,1.33,0.009,0.0,0.08,18.69635638873333,10.933120126085448,original,47.400180994237154
284.0,0.25,0.2,1.33,0.009,0.0,0.08,19.255272505103303,11.494470180164868,original,60.13675642388536
284.0,0.25,0.2,1.33,0.009,0.0,0.08,19.986771734266245,12.22353547161836,original,134.57054150757006
276.6666666666667,0.12,0.7,1.43,0.013,0.23,0.24,17.380211241711606,9.122133587265331,original,26.666666666666668
277.77777777777777,0.08,0.59,1.39,0.01,0.23,0.0,17.361727836017593,9.044309740408856,original,2.7777777777777777
277.77777777777777,0.13,0.1,1.19,0.014,0.0,0.0,17.361727836017593,9.044309740408856,original,0.5555555555555556
285.55555555555554,0.12,0.09,1.35,0.007,0.23,0.19,18.68033551341456,11.074318936831329,original,18.88888888888889
285.0,0.12,0.09,1.35,0.007,0.23,0.19,19.652246341003323,10.844022508289816,original,57.90555555555555
285.55555555555554,0.1,0.2,1.29,0.01,0.22,0.2,18.68033551341456,11.074318936831329,original,8.88888888888889
285.55555555555554,0.1,0.2,1.29,0.01,0.22,0.2,18.72427586960079,10.723042142680988,original,24.444444444444443
285.55555555555554,0.09,0.2,1.32,0.01,0.19,0.19,18.68033551341456,11.074318936831329,original,7.777777777777778
285.0,0.09,0.2,1.32,0.01,0.19,0.19,19.58771096501891,11.227369947224506,original,41.66666666666666
285.55555555555554,0.2,0.18,1.34,0.014,0.23,0.24,18.68033551341456,11.074318936831329,original,39.44444444444444
285.55555555555554,0.2,0.18,1.34,0.014,0.23,0.24,18.72427586960079,10.723042142680988,original,37.22222222222222
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.58771096501891,11.227369947224506,original,92.77777777777776
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.652246341003323,10.844022508289816,original,69.01666666666668
285.55555555555554,0.34,0.66,1.17,0.024,0.275,0.117,18.72427586960079,10.723042142680988,original,117.22222222222224
285.0,0.34,0.66,1.17,0.024,0.275,0.117,19.58771096501891,11.227369947224506,original,165.55555555555554
285.0,0.34,0.66,1.17,0.024,0.275,0.117,19.652246341003323,10.844022508289816,original,146.95555555555555
277.77777777777777,0.09,0.64,1.38,0.012,0.29,0.2,17.152288344383056,8.874620464180126,original,-1.1111111111111112
277.77777777777777,0.08,0.59,1.48,0.014,0.31,0.11,17.152288344383056,8.874620464180126,original,27.22222222222222
283.8888888888889,0.211,0.63,1.28,0.01,0.25,0.2,18.40312052117582,10.758185878562212,original,27.22222222222222
277.77777777777777,0.211,0.63,1.28,0.01,0.25,0.2,19.00860017176192,10.79379022119175,original,62.22222222222222
283.8888888888889,0.149,0.441,1.3,0.014,0.22,0.22,18.40312052117582,10.758185878562212,original,51.66666666666666
277.77777777777777,0.149,0.441,1.3,0.014,0.22,0.22,19.00860017176192,10.79379022119175,original,58.888888888888886
275.55555555555554,0.149,0.441,1.3,0.014,0.22,0.22,18.69196510276736,10.258660044588424,original,46.11111111111112
283.8888888888889,0.197,0.595,1.29,0.011,0.25,0.22,18.40312052117582,10.758185878562212,original,72.77777777777777
280.55555555555554,0.197,0.595,1.29,0.011,0.25,0.22,18.658011396657116,10.797476953704152,original,85.0
277.77777777777777,0.197,0.595,1.29,0.011,0.25,0.22,19.00860017176192,10.79379022119175,original,101.11111111111111
283.8888888888889,0.2,0.18,1.34,0.014,0.23,0.24,18.40312052117582,10.758185878562212,original,32.77777777777778
280.55555555555554,0.2,0.18,1.34,0.014,0.23,0.24,18.658011396657116,10.797476953704152,original,37.22222222222222
277.77777777777777,0.2,0.18,1.34,0.014,0.23,0.24,19.00860017176192,10.79379022119175,original,48.888888888888886
275.55555555555554,0.2,0.18,1.34,0.014,0.23,0.24,18.69196510276736,10.258660044588424,original,52.22222222222222
283.8888888888889,0.18,0.5,1.41,0.01,0.28,0.22,18.41995574848976,10.775021105876151,original,51.66666666666666
283.3333333333333,0.19,0.49,1.32,0.011,0.26,0.2,19.01703333929878,10.777864042869169,original,76.66666666666667
282.22222222222223,0.19,0.49,1.32,0.011,0.26,0.2,18.927883410330708,10.238745105225048,original,89.0
283.8888888888889,0.24,0.52,1.3,0.012,0.28,0.22,18.41995574848976,10.775021105876151,original,79.44444444444444
283.3333333333333,0.24,0.52,1.3,0.012,0.28,0.22,19.01703333929878,10.777864042869169,original,96.66666666666669
283.8888888888889,0.24,0.52,1.3,0.012,0.28,0.22,18.41995574848976,10.775021105876151,original,60.55555555555556
283.8888888888889,0.24,0.52,1.3,0.012,0.28,0.22,18.84010609445676,10.836149509201483,original,82.77777777777777
283.3333333333333,0.24,0.52,1.3,0.012,0.28,0.22,19.01703333929878,10.777864042869169,original,87.22222222222223
283.8888888888889,0.17,0.64,1.478,0.011,0.225,0.217,18.84010609445676,10.836149509201483,original,80.55555555555556
283.8888888888889,0.155,1.08,1.18,0.019,0.17,0.08,18.41995574848976,10.775021105876151,original,86.11111111111111
283.8888888888889,0.155,1.08,1.18,0.019,0.17,0.08,18.84010609445676,10.836149509201483,original,97.77777777777776
283.3333333333333,0.155,1.08,1.18,0.019,0.17,0.08,19.01703333929878,10.777864042869169,original,130.55555555555554
282.22222222222223,0.155,1.08,1.18,0.019,0.17,0.08,18.927883410330708,10.238745105225048,original,107.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,17.414973347970818,9.146128035678238,original,-11.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,18.041392685158225,10.113943352306835,original,-3.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,17.662757831681574,9.146128035678238,original,16.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,18.230448921378272,10.113943352306835,original,2.0
276.0,0.03,0.91,1.35,0.002,0.0,0.0,18.041392685158225,10.113943352306835,original,4.0
276.0,0.04,0.68,1.35,0.008,0.0,0.0,17.230448921378272,9.146128035678238,original,4.0
276.0,0.04,0.68,1.35,0.008,0.0,0.0,18.27875360095283,10.113943352306835,original,6.0
276.0,0.04,0.89,1.35,0.002,0.0,0.0,18.041392685158225,10.113943352306835,original,3.0
276.0,0.04,0.9,1.35,0.004,0.0,0.0,18.342422680822207,10.113943352306835,original,10.0
276.0,0.04,0.91,1.35,0.002,0.0,0.0,18.230448921378272,10.113943352306835,original,19.0
276.0,0.05,0.69,1.35,0.003,0.0,0.0,17.255272505103306,9.146128035678238,original,3.0
276.0,0.05,0.69,1.35,0.003,0.0,0.0,17.32221929473392,9.146128035678238,original,0.0
276.0,0.05,0.69,1.35,0.003,0.0,0.0,18.079181246047625,10.113943352306835,original,-1.0
276.0,0.05,0.69,1.35,0.003,0.0,0.0,18.11394335230684,10.113943352306835,original,16.0
276.0,0.01,0.93,1.35,0.005,0.0,0.0,17.204119982655925,9.146128035678238,original,7.0
276.0,0.01,0.93,1.35,0.005,0.0,0.0,18.0,10.113943352306835,original,3.0
276.0,0.01,0.96,1.35,0.004,0.0,0.0,17.255272505103306,9.146128035678238,original,17.0
276.0,0.01,0.96,1.35,0.004,0.0,0.0,18.11394335230684,10.113943352306835,original,12.0
276.0,0.02,0.67,1.35,0.004,0.0,0.0,17.204119982655925,9.146128035678238,original,10.0
276.0,0.02,0.67,1.35,0.004,0.0,0.0,18.079181246047625,10.113943352306835,original,13.0
276.0,0.02,0.89,1.35,0.003,0.0,0.0,17.919078092376076,10.113943352306835,original,12.0
276.0,0.03,0.68,1.35,0.005,0.0,0.0,17.27875360095283,9.146128035678238,original,2.0
276.0,0.03,0.68,1.35,0.005,0.0,0.0,17.826074802700827,9.146128035678238,original,13.0
276.0,0.03,0.69,1.35,0.006,0.0,0.0,17.204119982655925,9.146128035678238,original,17.0
276.0,0.03,0.69,1.35,0.006,0.0,0.0,17.6232492903979,10.113943352306835,original,19.0
276.0,0.03,0.89,1.35,0.002,0.0,0.0,18.230448921378272,10.113943352306835,original,3.0
276.0,0.03,0.895,1.35,0.002,0.0,0.0,17.99563519459755,10.113943352306835,original,23.0
276.0,0.04,0.6,1.35,0.008,0.0,0.0,17.230448921378272,9.146128035678238,original,8.0
276.0,0.04,0.6,1.35,0.008,0.0,0.0,17.799340549453582,9.146128035678238,original,14.0
276.0,0.04,0.6,1.35,0.008,0.0,0.0,18.30102999566398,11.079181246047623,original,6.0
276.0,0.16,0.56,1.35,0.012,0.0,0.0,17.361727836017593,9.146128035678238,original,18.0
276.0,0.16,0.56,1.35,0.012,0.0,0.0,18.0,9.146128035678238,original,44.0
276.0,0.16,0.56,1.35,0.012,0.0,0.0,18.11394335230684,10.113943352306835,original,29.0
276.0,0.23,0.55,1.35,0.02,0.0,0.0,17.146128035678238,9.146128035678238,original,0.0
276.0,0.23,0.55,1.35,0.02,0.0,0.0,17.832508912706235,10.113943352306835,original,-2.0
276.0,0.23,0.55,1.35,0.02,0.0,0.0,17.954242509439325,9.146128035678238,original,62.0
276.0,0.24,0.6,1.35,0.018,0.0,0.0,16.653212513775344,9.146128035678238,original,18.0
276.0,0.24,0.6,1.35,0.018,0.0,0.0,16.897627091290442,9.146128035678238,original,5.0
276.0,0.24,0.6,1.35,0.018,0.0,0.0,17.672097857935718,9.146128035678238,original,39.0
276.0,0.24,0.6,1.35,0.018,0.0,0.0,17.9731278535997,9.146128035678238,original,74.0
276.0,0.24,0.6,1.35,0.018,0.0,0.0,18.17609125905568,10.113943352306835,original,36.0
276.0,0.24,0.6,1.35,0.018,0.0,0.0,18.255272505103303,10.113943352306835,original,60.0
276.0,0.08,0.55,1.35,0.012,0.0,0.0,17.27875360095283,9.146128035678238,original,15.0
276.0,0.08,0.55,1.35,0.012,0.0,0.0,17.49136169383427,10.113943352306835,original,9.0
276.0,0.08,0.55,1.35,0.012,0.0,0.0,17.633468455579585,9.146128035678238,original,11.0
276.0,0.08,0.57,1.35,0.011,0.0,0.0,17.397940008672037,9.146128035678238,original,19.0
276.0,0.08,0.57,1.35,0.011,0.0,0.0,17.707570176097935,9.146128035678238,original,2.0
276.0,0.08,0.57,1.35,0.011,0.0,0.0,18.0,10.113943352306835,original,0.0
276.0,0.08,0.59,1.35,0.009,0.0,0.0,17.041392685158225,9.146128035678238,original,3.0
276.0,0.08,0.59,1.35,0.009,0.0,0.0,17.414973347970818,9.146128035678238,original,7.0
276.0,0.08,0.59,1.35,0.009,0.0,0.0,17.72427586960079,10.113943352306835,original,4.0
276.0,0.09,0.56,1.35,0.012,0.0,0.0,17.32221929473392,9.146128035678238,original,-2.0
276.0,0.09,0.56,1.35,0.012,0.0,0.0,18.0,10.113943352306835,original,3.0
276.0,0.09,0.56,1.35,0.012,0.0,0.0,18.041392685158225,9.146128035678238,original,14.0
276.0,0.1,0.59,1.35,0.008,0.0,0.0,17.146128035678238,9.146128035678238,original,18.0
276.0,0.1,0.59,1.35,0.008,0.0,0.0,17.505149978319906,9.146128035678238,original,8.0
276.0,0.1,0.59,1.35,0.008,0.0,0.0,18.11394335230684,10.113943352306835,original,3.0
276.0,0.12,0.58,1.35,0.01,0.0,0.0,17.6232492903979,9.146128035678238,original,15.0
276.0,0.12,0.58,1.35,0.01,0.0,0.0,17.903089986991944,10.113943352306835,original,3.0
276.0,0.12,0.58,1.35,0.01,0.0,0.0,18.0,9.146128035678238,original,30.0
276.0,0.13,0.55,1.35,0.015,0.0,0.0,17.255272505103306,9.146128035678238,original,7.0
276.0,0.13,0.55,1.35,0.015,0.0,0.0,17.681241237375588,9.146128035678238,original,21.0
276.0,0.13,0.55,1.35,0.015,0.0,0.0,17.81954393554187,10.113943352306835,original,22.0
276.0,0.15,0.57,1.35,0.012,0.0,0.0,17.342422680822207,9.146128035678238,original,11.0
276.0,0.15,0.57,1.35,0.012,0.0,0.0,17.681241237375588,9.146128035678238,original,33.0
276.0,0.15,0.57,1.35,0.012,0.0,0.0,17.886490725172482,10.113943352306835,original,21.0
276.0,0.01,0.67,1.44,0.006,0.0,0.0,17.204119982655925,10.113943352306835,original,7.0
276.0,0.01,0.67,1.44,0.006,0.0,0.0,18.0,10.113943352306835,original,6.0
276.0,0.02,0.7,1.44,0.006,0.0,0.0,17.255272505103306,9.146128035678238,original,8.0
276.0,0.02,0.7,1.44,0.006,0.0,0.0,17.32221929473392,9.146128035678238,original,-3.0
276.0,0.02,0.7,1.44,0.006,0.0,0.0,18.079181246047625,10.113943352306835,original,12.0
276.0,0.02,0.7,1.44,0.006,0.0,0.0,18.11394335230684,10.113943352306835,original,1.0
276.0,0.02,0.98,1.44,0.004,0.0,0.0,17.919078092376076,10.113943352306835,original,9.0
276.0,0.03,0.97,1.44,0.009,0.0,0.0,17.414973347970818,9.146128035678238,original,-8.0
276.0,0.03,0.97,1.44,0.009,0.0,0.0,18.041392685158225,10.113943352306835,original,-6.0
276.0,0.03,0.98,1.44,0.007,0.0,0.0,17.204119982655925,9.146128035678238,original,3.0
276.0,0.03,0.98,1.44,0.007,0.0,0.0,17.27875360095283,9.146128035678238,original,12.0
276.0,0.03,0.98,1.44,0.007,0.0,0.0,17.6232492903979,9.146128035678238,original,3.0
276.0,0.03,0.98,1.44,0.007,0.0,0.0,17.826074802700827,10.113943352306835,original,13.0
276.0,0.06,0.85,1.44,0.012,0.0,0.0,17.255272505103306,9.146128035678238,original,14.0
276.0,0.06,0.85,1.44,0.012,0.0,0.0,17.681241237375588,9.146128035678238,original,19.0
276.0,0.06,0.85,1.44,0.012,0.0,0.0,17.81954393554187,10.113943352306835,original,18.0
276.0,0.07,0.63,1.44,0.012,0.0,0.0,17.041392685158225,9.146128035678238,original,-1.0
276.0,0.07,0.63,1.44,0.012,0.0,0.0,17.414973347970818,9.146128035678238,original,0.0
276.0,0.07,0.63,1.44,0.012,0.0,0.0,17.72427586960079,10.113943352306835,original,2.0
276.0,0.07,0.72,1.44,0.011,0.0,0.0,17.230448921378272,9.146128035678238,original,2.0
276.0,0.07,0.72,1.44,0.011,0.0,0.0,17.799340549453582,9.146128035678238,original,4.0
276.0,0.07,0.72,1.44,0.011,0.0,0.0,18.30102999566398,11.079181246047623,original,2.0
276.0,0.07,0.74,1.44,0.011,0.0,0.0,17.397940008672037,9.146128035678238,original,4.0
276.0,0.07,0.74,1.44,0.011,0.0,0.0,17.707570176097935,9.146128035678238,original,2.0
276.0,0.07,0.74,1.44,0.011,0.0,0.0,18.0,10.113943352306835,original,5.0
276.0,0.08,0.69,1.44,0.01,0.0,0.0,17.361727836017593,9.146128035678238,original,10.5
276.0,0.08,0.69,1.44,0.01,0.0,0.0,18.0,9.146128035678238,original,24.0
276.0,0.08,0.69,1.44,0.01,0.0,0.0,18.11394335230684,10.113943352306835,original,17.0
276.0,0.09,0.65,1.44,0.014,0.0,0.0,17.342422680822207,9.146128035678238,original,12.0
276.0,0.09,0.65,1.44,0.014,0.0,0.0,17.681241237375588,9.146128035678238,original,22.0
276.0,0.09,0.65,1.44,0.014,0.0,0.0,17.886490725172482,10.113943352306835,original,21.0
276.0,0.01,0.68,1.44,0.006,0.0,0.0,18.230448921378272,10.113943352306835,original,13.0
276.0,0.09,0.66,1.44,0.013,0.0,0.0,17.32221929473392,9.146128035678238,original,5.0
276.0,0.09,0.66,1.44,0.013,0.0,0.0,17.6232492903979,9.146128035678238,original,8.0
276.0,0.09,0.66,1.44,0.013,0.0,0.0,17.903089986991944,10.113943352306835,original,11.0
276.0,0.09,0.66,1.44,0.013,0.0,0.0,18.0,9.146128035678238,original,20.0
276.0,0.09,0.66,1.44,0.013,0.0,0.0,18.0,10.113943352306835,original,20.0
276.0,0.09,0.66,1.44,0.013,0.0,0.0,18.041392685158225,9.146128035678238,original,15.0
276.0,0.09,0.67,1.44,0.013,0.0,0.0,17.146128035678238,9.146128035678238,original,-3.0
276.0,0.09,0.67,1.44,0.013,0.0,0.0,17.505149978319906,9.146128035678238,original,5.0
276.0,0.09,0.67,1.44,0.013,0.0,0.0,18.11394335230684,10.113943352306835,original,9.0
276.0,0.1,0.81,1.44,0.015,0.0,0.0,17.146128035678238,9.146128035678238,original,3.0
276.0,0.1,0.81,1.44,0.015,0.0,0.0,17.832508912706235,10.113943352306835,original,4.0
276.0,0.1,0.81,1.44,0.015,0.0,0.0,17.954242509439325,9.146128035678238,original,36.0
276.0,0.11,0.67,1.44,0.015,0.0,0.0,17.27875360095283,9.146128035678238,original,26.0
276.0,0.11,0.67,1.44,0.015,0.0,0.0,17.49136169383427,10.113943352306835,original,20.0
276.0,0.11,0.67,1.44,0.015,0.0,0.0,17.633468455579585,9.146128035678238,original,19.0
276.0,0.13,0.84,1.44,0.015,0.0,0.0,16.653212513775344,9.146128035678238,original,7.0
276.0,0.13,0.84,1.44,0.015,0.0,0.0,16.897627091290442,9.146128035678238,original,8.0
276.0,0.13,0.84,1.44,0.015,0.0,0.0,17.672097857935718,9.146128035678238,original,39.0
276.0,0.13,0.84,1.44,0.015,0.0,0.0,17.9731278535997,9.146128035678238,original,66.0
276.0,0.13,0.84,1.44,0.015,0.0,0.0,18.17609125905568,10.113943352306835,original,27.0
276.0,0.13,0.84,1.44,0.015,0.0,0.0,18.255272505103303,10.113943352306835,original,31.0
276.0,0.01,0.69,1.44,0.009,0.0,0.0,18.230448921378272,10.113943352306835,original,12.0
276.0,0.01,0.74,1.44,0.005,0.0,0.0,18.342422680822207,10.113943352306835,original,5.0
276.0,0.01,0.74,1.44,0.01,0.0,0.0,18.041392685158225,10.113943352306835,original,2.0
276.0,0.01,0.76,1.44,0.006,0.0,0.0,18.041392685158225,10.113943352306835,original,6.0
276.0,0.01,0.97,1.44,0.006,0.0,0.0,17.662757831681574,9.146128035678238,original,5.0
276.0,0.01,0.97,1.44,0.006,0.0,0.0,18.230448921378272,10.113943352306835,original,16.0
276.0,0.01,0.99,1.44,0.007,0.0,0.0,17.99563519459755,10.113943352306835,original,7.0
276.0,0.01,0.99,1.44,0.007,0.0,0.0,17.255272505103306,9.146128035678238,original,11.0
276.0,0.01,0.99,1.44,0.007,0.0,0.0,18.11394335230684,10.113943352306835,original,6.0
276.0,0.02,0.69,1.44,0.006,0.0,0.0,17.204119982655925,9.146128035678238,original,6.0
276.0,0.02,0.69,1.44,0.006,0.0,0.0,18.079181246047625,10.113943352306835,original,10.0
289.0,0.018,0.74,1.35,0.005,0.0,0.0,19.431363764158988,11.079181246047623,original,12.0
289.0,0.02,0.75,1.35,0.005,0.0,0.0,18.934498451243567,11.079181246047623,original,7.0
289.0,0.029,0.73,1.35,0.005,0.0,0.0,18.954242509439325,11.079181246047623,original,2.0
289.0,0.029,0.73,1.35,0.005,0.0,0.0,19.414973347970815,11.079181246047623,original,10.0
289.0,0.03,0.73,1.35,0.005,0.0,0.0,18.954242509439325,11.079181246047623,original,3.0
289.0,0.03,0.73,1.35,0.005,0.0,0.0,19.431363764158988,11.079181246047623,original,15.0
289.0,0.035,0.74,1.35,0.005,0.0,0.0,18.792391689498253,11.079181246047623,original,16.0
289.0,0.035,0.74,1.35,0.005,0.0,0.0,19.49136169383427,11.079181246047623,original,19.0
288.0,0.036,0.75,1.35,0.005,0.0,0.0,18.57978359661681,11.079181246047623,original,10.0
288.0,0.036,0.75,1.35,0.005,0.0,0.0,19.73239375982297,11.079181246047623,original,40.0
284.0,0.039,0.76,1.35,0.005,0.0,0.0,18.8750612633917,11.079181246047623,original,7.0
288.0,0.044,0.76,1.35,0.005,0.0,0.0,18.568201724066995,11.079181246047623,original,0.0
288.0,0.03,0.57,1.35,0.005,0.0,0.0,18.778151250383644,11.079181246047623,original,32.0
288.0,0.03,0.57,1.35,0.005,0.0,0.0,19.39794000867204,11.079181246047623,original,33.0
288.0,0.03,0.57,1.35,0.005,0.0,0.0,19.602059991327963,11.079181246047623,original,38.0
286.0,0.07,0.59,1.35,0.009,0.0,0.0,19.96378782734556,11.079181246047623,original,61.0
289.0,0.09,0.55,1.35,0.01,0.0,0.0,18.477121254719663,11.079181246047623,original,22.0
289.0,0.09,0.55,1.35,0.01,0.0,0.0,19.30102999566398,11.079181246047623,original,42.0
289.0,0.09,0.55,1.35,0.01,0.0,0.0,19.54406804435028,11.079181246047623,original,50.0
289.0,0.1,0.57,1.35,0.01,0.0,0.0,18.477121254719663,11.079181246047623,original,17.0
289.0,0.1,0.57,1.35,0.01,0.0,0.0,19.342422680822207,11.079181246047623,original,41.0
289.0,0.1,0.57,1.35,0.01,0.0,0.0,19.54406804435028,11.079181246047623,original,48.0
288.0,0.12,0.56,1.35,0.01,0.0,0.0,18.73239375982297,11.079181246047623,original,51.0
288.0,0.12,0.56,1.35,0.01,0.0,0.0,19.32221929473392,11.079181246047623,original,53.0
288.0,0.12,0.56,1.35,0.01,0.0,0.0,19.54406804435028,11.079181246047623,original,72.0
286.0,0.12,0.56,1.35,0.01,0.0,0.0,19.812913356642856,11.079181246047623,original,114.0
289.0,0.12,0.58,1.35,0.014,0.0,0.0,18.903089986991944,11.079181246047623,original,52.0
289.0,0.12,0.58,1.35,0.014,0.0,0.0,19.27875360095283,11.079181246047623,original,62.0
289.0,0.12,0.58,1.35,0.014,0.0,0.0,19.49136169383427,11.079181246047623,original,75.0
289.0,0.12,0.58,1.35,0.014,0.0,0.0,19.643452676486188,11.079181246047623,original,81.0
289.0,0.13,0.58,1.35,0.014,0.0,0.0,18.602059991327963,11.079181246047623,original,22.0
289.0,0.13,0.58,1.35,0.014,0.0,0.0,19.255272505103303,11.079181246047623,original,70.0
289.0,0.13,0.58,1.35,0.014,0.0,0.0,19.44715803134222,11.079181246047623,original,63.0
289.0,0.13,0.58,1.35,0.014,0.0,0.0,19.67209785793572,11.079181246047623,original,88.0
289.0,0.16,0.59,1.35,0.011,0.0,0.0,18.778151250383644,11.079181246047623,original,46.0
289.0,0.16,0.59,1.35,0.011,0.0,0.0,19.079181246047625,11.079181246047623,original,52.0
289.0,0.16,0.59,1.35,0.011,0.0,0.0,19.32221929473392,11.079181246047623,original,72.0
289.0,0.16,0.59,1.35,0.011,0.0,0.0,19.477121254719663,11.079181246047623,original,75.0
289.0,0.16,0.61,1.35,0.01,0.0,0.0,18.477121254719663,11.079181246047623,original,26.0
289.0,0.16,0.61,1.35,0.01,0.0,0.0,19.11394335230684,11.079181246047623,original,58.0
289.0,0.16,0.61,1.35,0.01,0.0,0.0,19.531478917042254,11.079181246047623,original,72.0
286.0,0.16,0.61,1.35,0.01,0.0,0.0,19.7481880270062,11.079181246047623,original,99.0
284.0,0.03,0.57,1.35,0.007,0.0,0.0,18.69897000433602,11.079181246047623,original,5.0
284.0,0.03,0.57,1.35,0.007,0.0,0.0,19.49136169383427,11.079181246047623,original,15.0
284.0,0.03,0.57,1.35,0.007,0.0,0.0,19.799340549453586,11.079181246047623,original,32.0
286.0,0.03,0.57,1.35,0.007,0.0,0.0,19.954242509439325,11.079181246047623,original,51.0
288.0,0.03,0.64,1.35,0.007,0.0,0.0,18.770852011642145,11.079181246047623,original,5.0
288.0,0.03,0.64,1.35,0.007,0.0,0.0,19.30102999566398,11.079181246047623,original,10.0
288.0,0.03,0.64,1.35,0.007,0.0,0.0,19.5910646070265,11.079181246047623,original,14.0
284.0,0.037,0.62,1.35,0.003,0.0,0.0,18.740362689494244,11.079181246047623,original,10.0
284.0,0.037,0.62,1.35,0.003,0.0,0.0,19.67209785793572,11.079181246047623,original,36.0
286.0,0.04,0.62,1.35,0.003,0.0,0.0,19.977723605288848,11.079181246047623,original,61.0
284.0,0.05,0.58,1.35,0.005,0.0,0.0,18.69897000433602,11.079181246047623,original,10.0
284.0,0.05,0.58,1.35,0.005,0.0,0.0,19.49136169383427,11.079181246047623,original,27.0
284.0,0.05,0.58,1.35,0.005,0.0,0.0,19.806179973983888,11.079181246047623,original,54.0
286.0,0.05,0.58,1.35,0.005,0.0,0.0,20.0,11.079181246047623,original,89.0
288.0,0.05,0.62,1.35,0.007,0.0,0.0,18.54406804435028,11.079181246047623,original,25.0
288.0,0.05,0.62,1.35,0.007,0.0,0.0,19.30102999566398,11.079181246047623,original,41.0
288.0,0.05,0.62,1.35,0.007,0.0,0.0,19.602059991327963,11.079181246047623,original,55.0
284.0,0.068,0.59,1.35,0.009,0.0,0.0,18.681241237375588,11.079181246047623,original,21.0
284.0,0.068,0.59,1.35,0.009,0.0,0.0,19.477121254719663,11.079181246047623,original,29.0
284.0,0.068,0.59,1.35,0.009,0.0,0.0,19.76342799356294,11.079181246047623,original,46.0
289.0,0.07,0.56,1.35,0.013,0.0,0.0,18.477121254719663,11.079181246047623,original,9.0
289.0,0.07,0.56,1.35,0.013,0.0,0.0,19.17609125905568,11.079181246047623,original,26.0
289.0,0.07,0.56,1.35,0.013,0.0,0.0,19.39794000867204,11.079181246047623,original,32.0
289.0,0.07,0.56,1.35,0.013,0.0,0.0,19.69897000433602,11.079181246047623,original,45.0
286.0,0.01,0.86,1.44,0.007,0.0,0.0,20.0,11.079181246047623,original,56.0
288.0,0.07,0.84,1.44,0.012,0.0,0.0,18.778151250383644,11.079181246047623,original,27.0
288.0,0.07,0.84,1.44,0.012,0.0,0.0,19.39794000867204,11.079181246047623,original,48.0
288.0,0.07,0.84,1.44,0.012,0.0,0.0,19.602059991327963,11.079181246047623,original,45.0
289.0,0.09,0.84,1.44,0.012,0.0,0.0,18.477121254719663,11.079181246047623,original,2.0
289.0,0.09,0.84,1.44,0.012,0.0,0.0,19.30102999566398,11.079181246047623,original,35.0
289.0,0.09,0.84,1.44,0.012,0.0,0.0,19.54406804435028,11.079181246047623,original,36.0
288.0,0.09,0.91,1.44,0.014,0.0,0.0,18.54406804435028,11.079181246047623,original,48.0
288.0,0.09,0.91,1.44,0.014,0.0,0.0,19.30102999566398,11.079181246047623,original,69.0
288.0,0.09,0.91,1.44,0.014,0.0,0.0,19.602059991327963,11.079181246047623,original,91.0
289.0,0.1,0.84,1.44,0.013,0.0,0.0,18.477121254719663,11.079181246047623,original,24.0
289.0,0.1,0.84,1.44,0.013,0.0,0.0,19.17609125905568,11.079181246047623,original,41.0
289.0,0.1,0.84,1.44,0.013,0.0,0.0,19.39794000867204,11.079181246047623,original,45.0
289.0,0.1,0.84,1.44,0.013,0.0,0.0,19.69897000433602,11.079181246047623,original,59.0
289.0,0.1,0.9,1.44,0.011,0.0,0.0,18.903089986991944,11.079181246047623,original,44.0
289.0,0.1,0.9,1.44,0.011,0.0,0.0,19.27875360095283,11.079181246047623,original,64.0
289.0,0.1,0.9,1.44,0.011,0.0,0.0,19.49136169383427,11.079181246047623,original,78.0
289.0,0.1,0.9,1.44,0.011,0.0,0.0,19.643452676486188,11.079181246047623,original,77.0
289.0,0.13,0.84,1.44,0.012,0.0,0.0,18.477121254719663,11.079181246047623,original,20.0
