temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),group,Measured_DT41J_[C]
283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,18.792391689498253,10.7372825817956,original,91.61111111111111
283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,18.97954837470409,10.709889756126582,original,103.55555555555556
283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,19.32221929473392,10.66807665033349,original,99.16666666666666
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,18.785329835010767,11.156189459580393,original,13.333333333333332
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.418301291319747,11.141343434000731,original,31.111111111111114
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.56584781867352,11.073604981240535,original,39.888888888888886
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,18.785329835010767,11.156189459580393,original,10.11111111111111
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.418301291319747,11.141343434000731,original,25.83333333333333
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.56584781867352,11.073604981240535,original,35.44444444444444
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.746634198937578,11.101079578371571,original,54.44444444444444
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.746634198937578,11.101079578371571,original,58.05555555555556
283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,18.785329835010767,11.156189459580393,original,3.222222222222221
283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,19.418301291319747,11.141343434000731,original,14.777777777777777
283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,19.56584781867352,11.073604981240535,original,3.3333333333333286
283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,19.746634198937578,11.101079578371571,original,12.999999999999996
276.6666666666667,0.12,0.56,1.5,0.01,0.27,0.23,17.608526033577196,9.072006477252463,original,10.494444444444444
292.22222222222223,0.05,0.73,0.69,0.01,0.27,0.21,18.611723308007345,11.041034693765848,original,15.944444444444445
289.44444444444446,0.05,0.73,0.69,0.01,0.27,0.21,19.173186268412277,10.920796602584,original,10.166666666666664
290.0,0.05,0.73,0.69,0.01,0.27,0.21,19.3541084391474,10.888222098067535,original,27.5
292.22222222222223,0.05,0.73,0.69,0.01,0.27,0.21,18.611723308007345,11.041034693765848,original,10.333333333333336
289.44444444444446,0.05,0.73,0.69,0.01,0.27,0.21,19.173186268412277,10.920796602584,original,30.333333333333336
290.0,0.05,0.73,0.69,0.01,0.27,0.21,19.3541084391474,10.888222098067535,original,16.388888888888893
292.22222222222223,0.026,0.71,1.48,0.011,0.57,0.08,18.611723308007345,11.041034693765848,original,2.8888888888888893
289.44444444444446,0.026,0.71,1.48,0.011,0.57,0.08,19.173186268412277,10.920796602584,original,22.27777777777778
290.0,0.026,0.71,1.48,0.011,0.57,0.08,19.3541084391474,10.888222098067535,original,28.11111111111111
293.3333333333333,0.07,0.65,1.18,0.005,0.23,0.18,18.6085260335772,11.034172465249297,original,-2.6666666666666714
289.44444444444446,0.07,0.65,1.18,0.005,0.23,0.18,19.08278537031645,10.91466188281497,original,1.3888888888888855
289.44444444444446,0.07,0.65,1.18,0.005,0.23,0.18,19.338456493604603,10.903639090954028,original,8.277777777777775
293.3333333333333,0.07,0.65,1.18,0.005,0.23,0.18,18.6085260335772,11.034172465249297,original,11.333333333333329
289.44444444444446,0.07,0.65,1.18,0.005,0.23,0.18,19.08278537031645,10.91466188281497,original,17.83333333333333
289.44444444444446,0.07,0.65,1.18,0.005,0.23,0.18,19.338456493604603,10.903639090954028,original,21.944444444444443
293.3333333333333,0.03,0.65,1.34,0.01,0.55,0.09,18.6085260335772,11.034172465249297,original,4.833333333333336
289.44444444444446,0.03,0.65,1.34,0.01,0.55,0.09,19.08278537031645,10.91466188281497,original,16.0
289.44444444444446,0.03,0.65,1.34,0.01,0.55,0.09,19.338456493604603,10.903639090954028,original,30.111111111111114
294.44444444444446,0.09,0.845,0.725,0.008,0.292,0.204,18.465382851448418,11.06894915322261,original,-11.11111111111111
294.44444444444446,0.09,0.845,0.725,0.008,0.292,0.204,19.117271295655765,10.921235345960678,original,8.266666666666666
294.44444444444446,0.09,0.845,0.725,0.008,0.292,0.204,19.363611979892145,10.896789658963137,original,15.872222222222222
294.44444444444446,0.09,0.845,0.725,0.008,0.292,0.204,18.465382851448418,11.06894915322261,original,7.777777777777778
294.44444444444446,0.09,0.845,0.725,0.008,0.292,0.204,19.117271295655765,10.921235345960678,original,25.03333333333333
294.44444444444446,0.09,0.845,0.725,0.008,0.292,0.204,19.363611979892145,10.896789658963137,original,25.9
294.44444444444446,0.049,0.725,1.85,0.012,0.239,0.059,18.465382851448418,11.06894915322261,original,0.0
294.44444444444446,0.049,0.725,1.85,0.012,0.239,0.059,19.117271295655765,10.921235345960678,original,9.933333333333334
294.44444444444446,0.049,0.725,1.85,0.012,0.239,0.059,19.363611979892145,10.896789658963137,original,13.911111111111111
294.44444444444446,0.081,0.61,1.393,0.012,0.285,0.235,18.518513939877888,11.085208881698952,original,11.666666666666666
294.44444444444446,0.081,0.61,1.393,0.012,0.285,0.235,19.06069784035361,10.906752798606862,original,25.0
294.44444444444446,0.081,0.61,1.393,0.012,0.285,0.235,19.352182518111363,10.887703939955887,original,22.794444444444444
294.44444444444446,0.081,0.61,1.393,0.012,0.285,0.235,18.518513939877888,11.085208881698952,original,17.22222222222222
294.44444444444446,0.081,0.61,1.393,0.012,0.285,0.235,19.06069784035361,10.906752798606862,original,28.33333333333333
294.44444444444446,0.081,0.61,1.393,0.012,0.285,0.235,19.352182518111363,10.887703939955887,original,33.394444444444446
294.44444444444446,0.042,0.153,1.163,0.008,0.133,0.14,18.518513939877888,11.085208881698952,original,-18.33333333333333
294.44444444444446,0.042,0.153,1.163,0.008,0.133,0.14,19.06069784035361,10.906752798606862,original,17.77777777777778
294.44444444444446,0.042,0.153,1.163,0.008,0.133,0.14,19.352182518111363,10.887703939955887,original,32.23333333333333
287.22222222222223,0.12,0.64,1.29,0.011,0.24,0.26,18.69897000433602,10.721596901806809,original,36.55555555555556
287.22222222222223,0.12,0.64,1.29,0.011,0.24,0.26,19.281033367247726,10.73495189292818,original,61.72222222222222
287.22222222222223,0.12,0.64,1.29,0.011,0.24,0.26,19.281033367247726,10.73495189292818,original,60.83333333333333
286.6666666666667,0.12,0.64,1.29,0.011,0.24,0.26,19.342422680822207,10.418244907447898,original,54.77777777777778
286.6666666666667,0.12,0.64,1.29,0.011,0.24,0.26,19.342422680822207,10.418244907447898,original,70.55555555555554
287.22222222222223,0.174,0.665,1.465,0.01,0.186,0.219,18.69897000433602,10.721596901806809,original,56.11111111111112
287.22222222222223,0.18,0.16,1.05,0.014,0.2,0.15,18.69897000433602,10.721596901806809,original,28.0
287.22222222222223,0.18,0.16,1.05,0.014,0.2,0.15,19.281033367247726,10.73495189292818,original,57.61111111111111
286.6666666666667,0.18,0.16,1.05,0.014,0.2,0.15,19.342422680822207,10.418244907447898,original,43.33333333333333
287.77777777777777,0.133,0.66,1.21,0.005,0.205,0.208,18.916453948549925,10.752066350596603,original,45.0
287.22222222222223,0.133,0.66,1.21,0.005,0.205,0.208,19.29003461136252,10.74356380982559,original,60.0
287.22222222222223,0.133,0.66,1.21,0.005,0.205,0.208,19.29003461136252,10.74356380982559,original,57.22222222222222
286.6666666666667,0.133,0.66,1.21,0.005,0.205,0.208,19.38738982633873,10.455133425641764,original,75.33333333333333
287.77777777777777,0.174,0.665,1.465,0.01,0.186,0.219,18.916453948549925,10.752066350596603,original,66.11111111111111
287.77777777777777,0.21,0.06,1.167,0.013,0.143,0.115,18.916453948549925,10.752066350596603,original,37.22222222222222
287.22222222222223,0.21,0.06,1.167,0.013,0.143,0.115,19.29003461136252,10.74356380982559,original,43.888888888888886
286.6666666666667,0.21,0.06,1.167,0.013,0.143,0.115,19.38738982633873,10.455133425641764,original,38.72222222222222
280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.42651126136457,10.82390093347325,original,32.77777777777778
280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.91960102378411,10.879215172902162,original,47.77777777777778
280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.079181246047625,10.885769440178688,original,54.44444444444444
280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.264817823009537,10.803641880404149,original,58.888888888888886
280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.42651126136457,10.82390093347325,original,33.888888888888886
280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.91960102378411,10.879215172902162,original,58.333333333333336
280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.079181246047625,10.885769440178688,original,61.11111111111112
280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.264817823009537,10.803641880404149,original,52.77777777777778
280.0,0.17,0.64,1.478,0.011,0.225,0.217,18.42651126136457,10.82390093347325,original,32.22222222222222
280.0,0.17,0.64,1.478,0.011,0.225,0.217,18.91960102378411,10.879215172902162,original,55.55555555555556
280.0,0.17,0.64,1.478,0.011,0.225,0.217,19.079181246047625,10.885769440178688,original,60.0
280.0,0.17,0.64,1.478,0.011,0.225,0.217,19.264817823009537,10.803641880404149,original,76.66666666666667
280.0,0.27,0.74,1.33,0.023,0.18,0.26,18.42651126136457,10.82390093347325,original,38.888888888888886
280.0,0.27,0.74,1.33,0.023,0.18,0.26,19.079181246047625,10.885769440178688,original,101.66666666666669
280.0,0.27,0.74,1.33,0.023,0.18,0.26,19.264817823009537,10.803641880404149,original,60.0
282.77777777777777,0.11,0.58,1.285,0.017,0.215,0.215,18.37657695705651,10.844346594634194,original,31.11111111111111
282.77777777777777,0.11,0.58,1.285,0.017,0.215,0.215,18.822168079368016,10.815505600736818,original,45.55555555555556
283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.00860017176192,10.789634261420591,original,50.55555555555556
283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.198657086954423,10.762332588001708,original,53.333333333333336
282.77777777777777,0.11,0.58,1.285,0.017,0.215,0.215,18.37657695705651,10.844346594634194,original,43.333333333333336
282.77777777777777,0.11,0.58,1.285,0.017,0.215,0.215,18.822168079368016,10.815505600736818,original,56.66666666666666
283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.00860017176192,10.789634261420591,original,62.22222222222222
283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.198657086954423,10.762332588001708,original,76.11111111111111
282.77777777777777,0.053,0.965,1.375,0.02,0.4,0.095,18.37657695705651,10.844346594634194,original,23.33333333333333
282.77777777777777,0.053,0.965,1.375,0.02,0.4,0.095,18.822168079368016,10.815505600736818,original,25.0
283.3333333333333,0.053,0.965,1.375,0.02,0.4,0.095,19.00860017176192,10.789634261420591,original,37.22222222222222
283.3333333333333,0.053,0.965,1.375,0.02,0.4,0.095,19.198657086954423,10.762332588001708,original,28.88888888888889
292.77777777777777,0.06,0.55,1.32,0.005,0.22,0.23,18.49554433754645,10.975548431541142,original,-3.2777777777777786
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.07188200730613,10.90097754243504,original,13.944444444444445
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.3654879848909,10.86929499355822,original,9.055555555555555
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.488550716500445,10.89318167119094,original,14.38888888888889
292.77777777777777,0.06,0.55,1.32,0.005,0.22,0.23,18.49554433754645,10.975548431541142,original,14.499999999999998
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.07188200730613,10.90097754243504,original,25.944444444444443
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.3654879848909,10.86929499355822,original,25.11111111111111
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.488550716500445,10.89318167119094,original,17.11111111111111
292.77777777777777,0.03,0.06,1.28,0.005,0.47,0.11,18.49554433754645,10.975548431541142,original,36.77777777777778
291.6666666666667,0.03,0.06,1.28,0.005,0.47,0.11,19.07188200730613,10.90097754243504,original,19.444444444444443
291.6666666666667,0.03,0.06,1.28,0.005,0.47,0.11,19.3654879848909,10.86929499355822,original,25.666666666666664
291.6666666666667,0.03,0.06,1.28,0.005,0.47,0.11,19.488550716500445,10.89318167119094,original,27.61111111111111
262.0,0.087,0.64,1.26,0.017,0.29,0.176,19.693726948923647,11.080519596819888,original,83.0
265.0,0.087,0.64,1.26,0.017,0.29,0.176,19.33041377334919,10.906022218938912,original,49.0
264.0,0.087,0.64,1.26,0.017,0.29,0.176,19.510545010206613,10.981564069934477,original,53.0
262.0,0.087,0.64,1.26,0.017,0.29,0.176,19.82865989653532,11.240388189692991,original,104.1380117854128
262.0,0.087,0.64,1.26,0.017,0.29,0.176,20.053078443483415,11.46480673664109,original,146.0
262.9186574027526,0.09,0.65,1.27,0.01,0.31,0.169,20.03502928220237,11.36108728356828,original,149.6900432462222
262.9186574027526,0.09,0.65,1.27,0.01,0.31,0.169,20.064832219738573,11.390890221104486,original,142.2675888288712
255.0,0.09,0.65,1.27,0.01,0.31,0.169,18.73239375982297,10.944933285304554,original,41.25880402523386
255.7274479500957,0.09,0.65,1.27,0.01,0.31,0.169,19.08386080086657,10.923092239005443,original,51.71047120322781
260.20953860733687,0.09,0.65,1.27,0.01,0.31,0.169,19.35640832703898,10.953287805863164,original,59.33432066439016
261.1990243840401,0.09,0.65,1.27,0.01,0.31,0.169,19.841547165256557,11.354975014738198,original,110.16677166197611
265.0,0.09,0.65,1.27,0.01,0.31,0.169,19.78774377164647,11.363352217236187,original,109.51249757105812
262.1157321289414,0.09,0.65,1.27,0.01,0.31,0.169,19.597695185925517,11.009423479083184,original,103.24510454570584
262.3380568491908,0.09,0.65,1.27,0.01,0.31,0.169,19.964966374831096,11.351759022727338,original,139.51249757105813
262.9186574027526,0.11,0.095,1.42,0.017,0.51,0.055,19.681241237375588,11.0072992387415,original,73.39188965113698
255.0,0.11,0.095,1.42,0.017,0.51,0.055,19.079181246047625,11.29172077152921,original,54.39312553782447
255.7274479500957,0.11,0.095,1.42,0.017,0.51,0.055,19.441380884916512,11.280612323055385,original,78.46268505373169
261.1990243840401,0.11,0.095,1.42,0.017,0.51,0.055,19.48869169831694,11.002119547798584,original,65.5486984234681
265.0,0.11,0.095,1.42,0.017,0.51,0.055,19.78746047451841,11.363068920108136,original,91.339506992143
262.0,0.07,0.61,1.22,0.015,0.27,0.159,19.2405492482826,10.521217961298872,original,45.11537012841359
262.0,0.09,0.63,1.29,0.009,0.32,0.17,19.32428245529769,10.604951168313963,original,42.83562846699421
262.0,0.08,0.62,1.27,0.01,0.32,0.162,19.287801729930223,10.5684704429465,original,30.371907409409445
262.0,0.08,0.62,1.27,0.01,0.32,0.162,19.32014628611105,10.600814999127328,original,48.6006857303374
278.3333333333333,0.029,0.6,1.48,0.005,0.24,0.0,17.924279286061882,9.672092522350573,original,10.0
278.3333333333333,0.072,0.76,1.7,0.012,0.24,0.0,17.924279286061882,9.672092522350573,original,-15.555555555555555
292.22222222222223,0.05,0.59,1.36,0.006,0.23,0.21,18.502427119984432,11.04457912072797,original,3.722222222222221
292.77777777777777,0.05,0.59,1.36,0.006,0.23,0.21,19.173186268412277,10.879195071794484,original,3.888888888888889
292.22222222222223,0.05,0.59,1.36,0.006,0.23,0.21,18.502427119984432,11.04457912072797,original,11.944444444444446
292.77777777777777,0.05,0.59,1.36,0.006,0.23,0.21,19.173186268412277,10.879195071794484,original,14.27777777777778
292.77777777777777,0.04,0.22,1.33,0.004,0.17,0.19,19.173186268412277,10.879195071794484,original,9.611111111111114
292.22222222222223,0.04,0.22,1.33,0.004,0.17,0.19,18.502427119984432,11.04457912072797,original,-7.444444444444443
293.3333333333333,0.065,0.62,1.36,0.014,0.25,0.22,18.50105926221775,11.04321126296129,original,0.8888888888888893
293.3333333333333,0.065,0.62,1.36,0.014,0.25,0.22,18.50105926221775,11.04321126296129,original,13.0
293.3333333333333,0.03,0.072,1.37,0.011,0.49,0.11,18.50105926221775,11.04321126296129,original,0.0
275.0,0.21,0.758,1.278,0.009,0.2,0.23,17.380211241711606,9.049187449414822,original,35.55555555555556
275.0,0.21,0.758,1.278,0.009,0.2,0.23,17.44715803134222,8.898836926285247,original,34.44444444444444
275.0,0.17,0.64,1.478,0.011,0.225,0.0,17.445604203273597,9.01703333929878,original,13.94
275.0,0.03,0.65,1.375,0.012,0.28,0.0,17.57978359661681,9.155336037465062,original,11.78
275.0,0.03,0.65,1.375,0.012,0.28,0.0,17.690196080028514,9.264817823009537,original,-3.78
275.0,0.16,0.62,1.41,0.014,0.24,0.0,17.582063362911708,9.155336037465062,original,23.06
275.0,0.16,0.62,1.41,0.014,0.24,0.0,17.680335513414562,9.255272505103306,original,19.28
275.0,0.11,0.6,1.42,0.015,0.27,0.0,17.492760389026838,9.068185861746162,original,11.39
275.0,0.11,0.61,1.43,0.013,0.23,0.205,17.57287160220048,9.146128035678238,original,16.61
275.0,0.11,0.61,1.43,0.013,0.23,0.205,17.657055852857106,9.230448921378274,original,23.83
275.0,0.22,0.51,1.37,0.018,0.22,0.23,17.48000694295715,9.05307844348342,original,36.33
275.0,0.172,0.584,1.16,0.018,0.17,0.2,17.577491799837226,9.152288344383056,original,22.33
275.0,0.172,0.584,1.16,0.018,0.17,0.2,17.670245853074125,9.243038048686294,original,29.67
275.0,0.17,0.52,1.315,0.015,0.19,0.185,17.46686762035411,9.041392685158224,original,25.56
275.0,0.23,0.75,1.36,0.014,0.24,0.0,17.517195897949975,9.089905111439398,original,40.56
275.0,0.2,1.05,1.33,0.019,0.17,0.0,17.61066016308988,9.1846914308176,original,55.0
275.0,0.2,1.05,1.33,0.019,0.17,0.0,17.713490543093943,9.287801729930226,original,55.89
275.0,0.29,0.69,1.575,0.016,0.47,0.0,17.598790506763116,9.173186268412277,original,67.72
275.0,0.29,0.69,1.575,0.016,0.47,0.0,17.69284691927723,9.267171728403014,original,67.0
275.0,0.059,0.93,1.32,0.009,0.4,0.0,17.46686762035411,9.041392685158224,original,13.11
275.0,0.11,0.24,1.485,0.015,0.13,0.0,17.608526033577196,9.181843587944773,original,7.06
275.0,0.11,0.24,1.485,0.015,0.13,0.0,17.702430536445526,9.276461804173245,original,6.22
275.0,0.27,0.06,1.29,0.016,0.28,0.0,17.49554433754645,9.071882007306126,original,32.39
275.0,0.26,0.56,1.54,0.014,0.53,0.0,17.50785587169583,9.08278537031645,original,47.5
275.0,0.01,0.9,1.33,0.012,0.43,0.07,17.611723308007342,9.1846914308176,original,-14.67
275.0,0.01,0.9,1.33,0.012,0.43,0.07,17.72098574415374,9.294466226161592,original,8.72
294.44444444444446,0.2,0.54,1.3,0.008,0.22,0.23,18.02118929906994,10.653150972403594,original,21.666666666666668
291.6666666666667,0.2,0.54,1.3,0.008,0.22,0.23,18.81690383937566,10.7095711988631,original,64.44444444444444
292.22222222222223,0.2,0.54,1.3,0.008,0.22,0.23,18.8750612633917,10.700476314782248,original,56.66666666666666
291.1111111111111,0.2,0.54,1.3,0.008,0.22,0.23,19.03342375548695,10.823654029556304,original,64.44444444444444
291.6666666666667,0.17,0.64,1.478,0.011,0.225,0.217,18.81690383937566,10.7095711988631,original,45.55555555555556
294.44444444444446,0.41,0.1,1.65,0.021,1.0,0.08,18.02118929906994,10.653150972403594,original,17.77777777777778
